feedback coefficients,min-entropy,Lyapunov exponent,"number of 
different states"
"00100111000000	",0.485131,0.075965,8287
"00011000000011	",0.717849,0.046551,8578
"01000011000100	",0.442533,0.092076,8137
"00100010101000	",0.583826,0.082649,8367
"00110010000100	",0.451573,0.081387,8187
"00100001000011	",0.639283,0.085405,8269
"00010001000101	",0.548811,0.057833,8379
"00010100100001	",0.57355,0.100513,8611
"00000011001010	",0.650125,0.104322,8423
"01000011000010	",0.637635,0.072037,8399
"00000011011000	",0.655997,0.058969,8153
"01001010000100	",0.509758,0.086972,8195
"00101010000010	",0.645599,0.059114,8494
"01000000011100	",0.416323,0.039275,7863
"00100000010101	",0.580355,0.106154,8183
"00101000101000	",0.541176,0.078583,8452
"01000110001000	",0.629385,0.072111,8520
"00101000100010	",0.569726,0.084657,8533
"01100011000000	",0.47745,0.071938,8188
"00000100101010	",0.53594,0.059756,8561
"00001011100000	",0.554653,0.071221,8479
"00000100110010	",0.515987,0.108613,8530
"00010000011010	",0.547113,0.081035,8406
"01100001001000	",0.628929,0.062648,8344
"01001100000100	",0.431792,0.073784,8150
"00010100011000	",0.641551,0.086313,8478
"00000101011000	",0.564938,0.107753,8388
"00010010100100	",0.400671,0.089408,7597
"00000111000100	",0.470352,0.05114,7831
"01110010000000	",0.543815,0.093108,8381
"00101010000001	",0.598123,0.087577,8452
"01000001100100	",0.426159,0.089313,7811
"00001100101000	",0.675712,0.084934,8441
"01001001000010	",0.713707,0.062617,8471
"00110000010010	",0.554533,0.035987,8492
"01101001000000	",0.510754,0.085647,8280
"00111000000100	",0.433449,0.101475,8128
"00000010011100	",0.389301,0.086566,6688
"00001010000011	",0.594914,0.072946,8487
"00000101001001	",0.592972,0.089787,8488
"00001000100011	",0.581636,0.089195,8539
"01000010000101	",0.554219,0.078822,8313
"01010010001000	",0.577991,0.081892,8493
"01001000010001	",0.636011,0.074641,8497
"00100100000011	",0.609167,0.075955,8492
"00001000110001	",0.547609,0.108078,8477
"00011001000001	",0.520499,0.085238,8443
"01000010011000	",0.55458,0.083768,8345
"00100110001000	",0.699448,0.089181,8471
"00110010001000	",0.551956,0.07612,8528
"00000000110101	",0.602895,0.096048,8302
"00000011110000	",0.542863,0.079999,8005
"01001000000101	",0.719672,0.072998,8408
"00001101000100	",0.553855,0.069515,7809
"00100010100100	",0.365268,0.079457,7847
"01000101000100	",0.412075,0.091828,8165
"00011000000110	",0.520786,0.085232,8278
"00000011100010	",0.664224,0.071645,8493
"00100000000111	",0.561623,0.095007,8168
"00001110001000	",0.572859,0.104972,8436
"00001001001100	",0.443144,0.092615,7140
"00101000010010	",0.538753,0.09047,8528
"00010011001000	",0.578924,0.092784,8452
"01110100000000	",0.555887,0.104333,8369
"01000010001001	",0.64455,0.097094,8490
"01101000001000	",0.531583,0.108292,8438
"00000101000110	",0.553576,0.075316,8396
"00000100100110	",0.562498,0.063937,8449
"00000010001011	",0.561595,0.079877,8386
"00110000001001	",0.646143,0.067796,8529
"01000110000010	",0.618498,0.107773,8510
"01100100010000	",0.511281,0.0582,8419
"01100100100000	",0.546336,0.12073,8518
"01000100101000	",0.629234,0.100033,8488
"01100000010010	",0.640657,0.066811,8423
"01000110010000	",0.521044,0.101264,8457
"00001000011001	",0.616737,0.087033,8509
"00001100010001	",0.692865,0.07442,8502
"01101100000000	",0.573353,0.068229,8466
"01000101100000	",0.691464,0.054741,8577
"01000110000100	",0.497344,0.09532,8155
"00000000011101	",0.577382,0.07374,8206
"00101001000001	",0.642032,0.089764,8430
"00001000001011	",0.548142,0.059086,8543
"00001110010000	",0.564372,0.08957,8329
"01001000010010	",0.759175,0.083536,8566
"00100100000110	",0.543838,0.088876,8497
"01100000010100	",0.501802,0.070368,7809
"00101001000010	",0.610492,0.067907,8480
"00000010110001	",0.546995,0.082301,8486
"00000001001110	",0.661563,0.060282,8173
"00000001111000	",0.617782,0.108912,8156
"01000000010101	",0.562737,0.073369,8212
"00000110100010	",0.607382,0.112862,8470
"00011000100001	",0.572973,0.107886,8520
"01001000000011	",0.525577,0.063285,8514
"00011000010001	",0.630626,0.083054,8563
"00001010001010	",0.54135,0.071137,8490
"00111000000001	",0.621537,0.098674,8575
"00011000011000	",0.689521,0.070084,8489
"01100000100001	",0.671258,0.098558,8320
"01000100000011	",0.538006,0.090481,8567
"00001100110000	",0.514219,0.07389,8310
"00001100010010	",0.574288,0.114139,8523
"00000001101100	",0.406789,0.089018,6738
"01010010000001	",0.516252,0.078802,8500
"00010101100000	",0.488527,0.073828,8580
"01000001101000	",0.668062,0.0706,8385
"00010100001010	",0.656355,0.089779,8524
"01000001000011	",0.617838,0.05889,8373
"00101001000100	",0.449629,0.068574,8144
"00100010000110	",0.543096,0.059183,8401
"00011000100100	",0.51147,0.068716,7860
"00001000010110	",0.573614,0.088655,8402
"01001100000001	",0.70126,0.089373,8550
"00001010100001	",0.562029,0.089708,8441
"01000101000010	",0.553446,0.07458,8474
"01100000001001	",0.613326,0.046123,8272
"00101011000000	",0.560169,0.10369,8258
"00000110001100	",0.448009,0.077497,7272
"01010110000000	",0.562548,0.097538,8413
"00000010000111	",0.612202,0.096368,8334
"00100101010000	",0.635733,0.072255,8436
"00000010001110	",0.497718,0.088331,8270
"00110000110000	",0.564636,0.044987,8443
"00110011000000	",0.497665,0.090293,8353
"00110100000010	",0.759947,0.098585,8579
"00010100101000	",0.536053,0.099021,8494
"00010100010100	",0.413123,0.110601,7923
"00100010010100	",0.442588,0.08972,7940
"00101000001100	",0.432237,0.081521,7862
"01000000011001	",0.634355,0.07038,8365
"01000001001100	",0.403413,0.058376,7750
"00001100001010	",0.547307,0.069525,8593
"00010001100100	",0.415526,0.061064,7652
"01110000010000	",0.601953,0.080065,8511
"00010000100101	",0.55766,0.099934,8367
"00000100011100	",0.387627,0.076757,7112
"01000010010001	",0.598224,0.08535,8462
"00001101010000	",0.583575,0.091661,8343
"00100010001001	",0.514636,0.086177,8327
"01000000100011	",0.652667,0.072075,8421
"01000100000101	",0.590112,0.093018,8436
"00001010100100	",0.388744,0.071108,7285
"01110000100000	",0.618657,0.058704,8526
"00000101100100	",0.434967,0.068985,7251
"00110001010000	",0.531734,0.097991,8444
"00010000101100	",0.397865,0.084539,7678
"00010011000010	",0.670879,0.029293,8261
"00100001110000	",0.532883,0.082189,8307
"01001010000001	",0.682584,0.098194,8437
"00100100100010	",0.57776,0.053638,8495
"01110000000001	",0.587415,0.087452,8519
"00010000110100	",0.414691,0.086979,7867
"00011001010000	",0.524079,0.073695,8376
"00000101010100	",0.448191,0.095704,7438
"00000111100000	",0.665301,0.092598,8484
"01100001000100	",0.53252,0.075928,7950
"01010001000001	",0.559439,0.065011,8495
"00011000000101	",0.591731,0.062413,8370
"01000010000110	",0.613698,0.058655,8333
"01010001010000	",0.596102,0.084059,8490
"00110000010001	",0.610897,0.081521,8584
"00100100010001	",0.676736,0.073602,8470
"00101100001000	",0.493167,0.057197,8550
"00100010000011	",0.552966,0.067333,8402
"00000110001001	",0.649217,0.095298,8523
"00011010100000	",0.617102,0.086958,8544
"01001001001000	",0.675712,0.099531,8538
"01100000000101	",0.598512,0.07939,8071
"00101000000101	",0.557601,0.094758,8380
"00100100001001	",0.7058,0.108801,8482
"01101000000010	",0.613141,0.112822,8488
"00000001001101	",0.788253,0.096332,8202
"00001001010010	",0.621303,0.065605,8493
"01100000000110	",0.540869,0.019701,8180
"01000100001010	",0.560436,0.097679,8491
"00011010000100	",0.465437,0.074322,8073
"01001100000010	",0.552412,0.083575,8590
"00000010011001	",0.509752,0.093957,8414
"00100001000101	",0.648131,0.075101,8097
"00010010010001	",0.610324,0.075689,8497
"01100000110000	",0.537774,0.094703,8306
"01100100001000	",0.593539,0.023741,8452
"00001010100010	",0.605172,0.100801,8559
"00000001101010	",0.564422,0.076977,8414
"00001000101010	",0.593212,0.069652,8470
"00111000100000	",0.536289,0.078974,8561
"01000110100000	",0.572126,0.092112,8532
"01000011001000	",0.596457,0.08683,8388
"00100100011000	",0.526596,0.092945,8531
"00000000011011	",0.636786,0.087082,8451
"00001100000101	",0.62549,0.084459,8437
"01000000110001	",0.56143,0.086268,8418
"00101010100000	",0.563437,0.08388,8557
"00010100001100	",0.456683,0.079206,7752
"00001010011000	",0.575722,0.107492,8293
"00000010010011	",0.58274,0.065266,8450
"00000010101001	",0.731107,0.054408,8423
"00001000010011	",0.582467,0.095257,8503
"01100000011000	",0.595422,0.090308,8306
"01100010000010	",0.682439,0.101192,8360
"00101010001000	",0.551311,0.088378,8464
"00000100011010	",0.581977,0.09944,8479
"01010000010010	",0.652381,0.088988,8530
"00000100101100	",0.404648,0.088063,7277
"00101001010000	",0.57118,0.079563,8364
"01101000000001	",0.506176,0.081439,8531
"01000000110010	",0.607669,0.093623,8409
"01111000000000	",0.649105,0.047558,8554
"00100001100001	",0.602751,0.097786,8315
"00000100001110	",0.65957,0.077841,8302
"01000100011000	",0.53861,0.106002,8500
"01000011100000	",0.545857,0.089797,8486
"00001010001001	",0.713685,0.06667,8434
"00100001010010	",0.617542,0.089988,8356
"00011001000100	",0.444832,0.08618,8039
"00001001000011	",0.568854,0.089513,8468
"00001001010001	",0.562722,0.082831,8499
"00010101000100	",0.488044,0.107938,8042
"00110010000010	",0.557352,0.083664,8514
"00010000011001	",0.558453,0.084169,8552
"00010100010010	",0.554525,0.069333,8526
"00010010001001	",0.539426,0.078152,8437
"00000011010001	",0.658333,0.041495,8387
"00000101001010	",0.532965,0.072048,8528
"01000100010100	",0.491801,0.090217,7963
"00000010001101	",0.563416,0.07656,8231
"00000001000111	",0.563301,0.066794,8319
"00010110100000	",0.524158,0.090382,8571
"00010101000010	",0.622313,0.077657,8436
"00010010000011	",0.58761,0.11329,8439
"01001100100000	",0.606026,0.0962,8514
"00011100000100	",0.445952,0.083174,8010
"01001001100000	",0.565527,0.075102,8475
"00001001000101	",0.568464,0.090049,8272
"00110010010000	",0.596397,0.087121,8412
"00101000000011	",0.626729,0.100801,8528
"01001000101000	",0.63297,0.096734,8508
"00101100000001	",0.605797,0.072879,8546
"00011100001000	",0.518447,0.097501,8498
"00000010010110	",0.554186,0.088942,8316
"00010000011100	",0.441667,0.092506,7612
"00011010010000	",0.560799,0.096653,8494
"00010010001010	",0.659392,0.084437,8326
"00110000000110	",0.534345,0.086468,8483
"00100000100011	",0.584058,0.082819,8422
"00000010010101	",0.650953,0.090306,8261
"01000100010001	",0.632365,0.075675,8518
"01010001001000	",0.594725,0.110639,8470
"00010001100001	",0.549567,0.104302,8563
"00100000001101	",0.589418,0.079891,8062
"00101000000110	",0.611868,0.073717,8408
"01000010001010	",0.633649,0.066123,8439
"00110000000101	",0.694504,0.087384,8388
"01010010100000	",0.630314,0.089077,8546
"00111010000000	",0.510357,0.070594,8415
"01100001000010	",0.576136,0.073031,8359
"00101101000000	",0.495536,0.083708,8269
"01001010001000	",0.582488,0.102833,8450
"01011001000000	",0.542838,0.055428,8305
"00010100100010	",0.630866,0.082373,8584
"00100010100001	",0.515118,0.09278,8366
"00000100010101	",0.604015,0.061786,8345
"00100100100001	",0.590942,0.076168,8539
"00000000111010	",0.594099,0.078577,8463
"00010000101010	",0.623142,0.0981,8336
"01001000011000	",0.549625,0.098487,8500
"00000101000011	",0.687267,0.056926,8501
"00111100000000	",0.555575,0.088336,8481
"00010000001011	",0.659366,0.100203,8495
"00100000110100	",0.437662,0.077823,7991
"01100001100000	",0.603984,0.107194,8380
"00010010100010	",0.623445,0.083356,8454
"00011000001001	",0.577837,0.080746,8608
"00001110100000	",0.675156,0.111903,8533
"01011000000010	",0.524256,0.08546,8572
"00010110000100	",0.421732,0.095244,7992
"00101100100000	",0.577216,0.081897,8608
"01010000001001	",0.600657,0.081098,8489
"01100000100010	",0.582338,0.085238,8401
"00001000110010	",0.590161,0.08198,8523
"00000100011001	",0.580553,0.091507,8545
"00000011100100	",0.398923,0.056026,6922
"00100011100000	",0.50672,0.102523,8445
"00000110001010	",0.705119,0.097842,8545
"00000111000001	",0.486269,0.089783,8436
"00001101000010	",0.526107,0.094819,8556
"00011010000001	",0.56509,0.09224,8502
"00011000001010	",0.610158,0.084592,8524
"01010000000110	",0.70904,0.068937,8446
"00010100010001	",0.581429,0.081458,8545
"00000010110100	",0.448494,0.085828,7135
"01000010100010	",0.613034,0.100367,8470
"01010000000101	",0.624188,0.090067,8321
"00010101001000	",0.701567,0.097751,8524
"01001110000000	",0.58029,0.095352,8364
"00010000000111	",0.529339,0.095047,8445
"00001010010010	",0.479254,0.095256,8428
"01001001010000	",0.632085,0.099462,8472
"01010000100100	",0.402449,0.053349,7967
"00010100100100	",0.432777,0.10229,7747
"01010100001000	",0.577706,0.073501,8471
"00010001011000	",0.559115,0.030622,8435
"00100001001100	",0.454193,0.111134,7810
"00001000101001	",0.589899,0.083908,8465
"01010011000000	",0.504825,0.081041,8339
"00110010000001	",0.55717,0.095388,8504
"00001001100010	",0.565169,0.09354,8543
"00010101010000	",0.54049,0.111339,8352
"01100010100000	",0.621504,0.083346,8377
"01011000100000	",0.532587,0.080752,8574
"00110100000100	",0.469311,0.092308,8136
"00001010000101	",0.597042,0.056432,8270
"00001100010100	",0.450067,0.094809,7620
"00110000100010	",0.573978,0.086232,8571
"00000100101001	",0.65946,0.096992,8599
"01011000010000	",0.591641,0.06933,8495
"00000110010010	",0.648989,0.077785,8530
"00001011010000	",0.522477,0.074179,8250
"01101000100000	",0.557442,0.081014,8510
"00100001001001	",0.593172,0.062465,8348
"00001100000011	",0.619849,0.061037,8569
"00100010010010	",0.599369,0.098734,8380
"00000110100001	",0.593068,0.08571,8540
"00100110100000	",0.605017,0.061963,8505
"01101010000000	",0.526302,0.106936,8346
"01000101000001	",0.628254,0.07878,8508
"00001000111000	",0.608148,0.097127,8352
"01000000110100	",0.466042,0.068354,7908
"00100100101000	",0.587889,0.079663,8497
"00001011001000	",0.574612,0.071822,8338
"00000001100101	",0.565972,0.062583,8290
"00110000100100	",0.381368,0.060959,8042
"01010100000100	",0.547155,0.089289,8181
"00000000101101	",0.676085,0.080321,8217
"01000000111000	",0.551895,0.088207,8354
"00010010001100	",0.423048,0.083882,7546
"01000001100001	",0.577774,0.093886,8408
"00010010101000	",0.512142,0.081043,8444
"00001001001001	",0.533952,0.073942,8426
"00000000101110	",0.687723,0.06269,8162
"00001100011000	",0.465204,0.090164,8469
"00100000011001	",0.626152,0.096665,8372
"01000010110000	",0.553357,0.062785,8303
"00010100000101	",0.603456,0.069974,8383
"00100000011100	",0.414414,0.094389,7802
"00000100001011	",0.543966,0.082652,8534
"00001110000001	",0.601454,0.067605,8454
"01110000000100	",0.40966,0.075133,8131
"00001001101000	",0.501906,0.077449,8353
"00001100001100	",0.401817,0.087183,7485
"00001001000110	",0.644747,0.089763,8349
"01010000100001	",0.547676,0.094876,8523
"00000111010000	",0.530258,0.084659,8310
"00011001100000	",0.659392,0.084488,8514
"00010000110010	",0.605025,0.079889,8290
"00000001010110	",0.629502,0.088952,8208
"00000100001101	",0.664559,0.071488,8313
"00100100001010	",0.613469,0.070478,8518
"00101100010000	",0.580149,0.085826,8480
"00011100100000	",0.614189,0.0985,8545
"00000101101000	",0.571833,0.095122,8311
"00010010000101	",0.480154,0.1147,8399
"01000100100001	",0.577208,0.099876,8581
"00000100100011	",0.543498,0.061403,8536
"00010110000001	",0.547982,0.079058,8581
"00001100100010	",0.649769,0.079752,8577
"00101100000010	",0.583508,0.093431,8552
"01000010100001	",0.566952,0.093074,8484
"00001100000110	",0.540093,0.068484,8412
"01100010000001	",0.566761,0.087515,8409
"00001000011100	",0.390645,0.092507,7128
"00001000001101	",0.594292,0.090409,8343
"11001011000001	",0.548549,0.091381,7211
"11000000011110	",0.57681,0.05672,7142
"10010001101001	",0.553831,0.097564,3682
"11111001000000	",0.512835,0.072272,7233
"10101100100100	",0.423077,0.055176,4911
"10100001000111	",0.639303,0.05767,5439
"10100011100100	",0.438486,0.053737,4577
"11111010000000	",0.589652,0.059167,7250
"11010001100010	",0.578727,0.104439,7380
"10000100110011	",0.516933,0.074575,1060
"11001011000010	",0.650757,0.095642,7285
"10010110010010	",0.648502,0.079002,3686
"11001000100101	",0.704506,0.083703,7261
"10100011011000	",0.58384,0.071389,5396
"11000010001011	",0.593515,0.079448,7345
"10010001010011	",0.574351,0.096742,3695
"10110010100001	",0.616668,0.092427,5710
"11000011001001	",0.589748,0.094354,7338
"10110001000110	",0.655317,0.088505,5614
"10011110000001	",0.633806,0.092481,3643
"10110011001000	",0.555077,0.067625,5575
"10000011111000	",0.496641,0.073401,526
"11011000010001	",0.735349,0.083955,7388
"11110100001000	",0.581246,0.099262,7391
"11000010100101	",0.553617,0.116334,7200
"11100111000000	",0.467759,0.100711,7219
"10101110100000	",0.61705,0.085594,5622
"10011111000000	",0.519199,0.055651,3565
"11111100000000	",0.53878,0.080044,7336
"11000110110000	",0.501639,0.074993,7076
"11110100100000	",0.501894,0.089943,7450
"10100011000101	",0.702601,0.078962,5436
"10001001101100	",0.438501,0.045427,1872
"11101001000001	",0.704506,0.092059,7260
"10101000011100	",0.417224,0.024358,4525
"11000100111000	",0.588908,0.091218,7193
"10010111000001	",0.563529,0.109505,3594
"10100011000011	",0.619014,0.085792,5610
"11100000001011	",0.554099,0.101495,7075
"10011001000101	",0.595969,0.096037,3569
"10010110010100	",0.468517,0.076229,3383
"10000010101011	",0.530087,0.06302,561
"11001000110100	",0.448766,0.094803,6364
"10011011000100	",0.534609,0.078986,3478
"10001001010101	",0.559811,0.091276,2024
"11001000011010	",0.575301,0.095619,7368
